Target Name	Accession	Query Name	E-value	Score	Start	End	Description
PRTase-CE	PF24390.1	WP_192317421	2.1e-68	231.3	19	298	PRTase-CE
PRTase-CE	PF24390.1	WP_201565789	6.6e-64	216.6	24	310	PRTase-CE
PRTase-CE	PF24390.1	WP_326893027	8.7e-69	232.6	20	301	PRTase-CE
PRTase-CE	PF24390.1	WP_185679114	5.8e-57	193.8	22	307	PRTase-CE
PRTase-CE	PF24390.1	WP_201617241	9.3e-64	216.1	24	310	PRTase-CE
PRTase-CE	PF24390.1	WP_352790459	1.1e-68	232.3	28	307	PRTase-CE
PRTase-CE	PF24390.1	WP_258629934	8.9e-59	199.8	21	306	PRTase-CE
PRTase-CE	PF24390.1	WP_189677449	1.2e-58	199.3	24	309	PRTase-CE
PRTase-CE	PF24390.1	WP_017270730	5.1e-64	217.0	25	309	PRTase-CE
PRTase-CE	PF24390.1	WP_257316692	1.4e-57	195.9	29	316	PRTase-CE
PRTase-CE	PF24390.1	WP_117706977	7.3e-72	242.7	11	298	PRTase-CE
PRTase-CE	PF24390.1	WP_076053582	1.3e-57	196.0	32	315	PRTase-CE
PRTase-CE	PF24390.1	WP_072641280	1.3e-66	225.5	20	300	PRTase-CE
PRTase-CE	PF24390.1	WP_261926115	7.7e-59	200.0	30	317	PRTase-CE
PRTase-CE	PF24390.1	WP_085033643	1.2e-64	219.0	25	309	PRTase-CE
PRTase-CE	PF24390.1	WP_183817798	9.5e-60	203.0	21	306	PRTase-CE
PRTase-CE	PF24390.1	WP_033073842	1.3e-58	199.3	30	318	PRTase-CE
PRTase-CE	PF24390.1	WP_349444759	6e-67	226.5	20	301	PRTase-CE
PRTase-CE	PF24390.1	WP_161784999	1.8e-65	221.7	28	311	PRTase-CE
PRTase-CE	PF24390.1	WP_219766812	9.2e-58	196.5	21	306	PRTase-CE
PRTase-CE	PF24390.1	WP_236197938	8.8e-63	212.9	21	306	PRTase-CE
PRTase-CE	PF24390.1	WP_276240521	8.8e-63	212.9	21	306	PRTase-CE
PRTase-CE	PF24390.1	WP_224665027	5.9e-64	216.7	28	311	PRTase-CE
PRTase-CE	PF24390.1	WP_305350251	2.6e-59	201.6	23	306	PRTase-CE
PRTase-CE	PF24390.1	WP_157896476	2.1e-56	192.0	19	309	PRTase-CE
PRTase-CE	PF24390.1	WP_168776050	6.3e-65	219.9	25	308	PRTase-CE
PRTase-CE	PF24390.1	WP_102485590	1.3e-68	232.0	20	301	PRTase-CE
PRTase-CE	PF24390.1	WP_305742744	9.2e-48	163.7	9	234	PRTase-CE
PRTase-CE	PF24390.1	WP_289145304	2.1e-57	195.3	21	306	PRTase-CE
PRTase-CE	PF24390.1	WP_406680548	3.1e-55	188.2	15	307	PRTase-CE
PRTase-CE	PF24390.1	WP_346397700	3.5e-61	207.6	21	306	PRTase-CE
PRTase-CE	PF24390.1	WP_107207983	8.8e-69	232.6	20	301	PRTase-CE
PRTase-CE	PF24390.1	WP_222383597	6.6e-66	223.2	18	302	PRTase-CE
PRTase-CE	PF24390.1	WP_219333911	7.9e-58	196.7	20	316	PRTase-CE
PRTase-CE	PF24390.1	WP_228935792	4.4e-54	184.4	19	309	PRTase-CE
PRTase-CE	PF24390.1	WP_157328001	5.8e-62	210.2	21	298	PRTase-CE
PRTase-CE	PF24390.1	WP_051610663	1.2e-53	183.0	19	309	PRTase-CE
PRTase-CE	PF24390.1	WP_336755366	4.6e-39	135.2	3	202	PRTase-CE
PRTase-CE	PF24390.1	WP_143393648	9.8e-61	206.2	22	287	PRTase-CE
PRTase-CE	PF24390.1	WP_325560396	3.1e-63	214.4	15	302	PRTase-CE
PRTase-CE	PF24390.1	WP_140460613	4.8e-57	194.1	15	297	PRTase-CE
PRTase-CE	PF24390.1	WP_313238648	2.1e-53	182.2	24	311	PRTase-CE
PRTase-CE	PF24390.1	WP_321515411	4.3e-65	220.5	25	314	PRTase-CE
PRTase-CE	PF24390.1	WP_343524135	9.6e-65	219.3	15	306	PRTase-CE
PRTase-CE	PF24390.1	WP_294044787	1.6e-54	185.9	21	307	PRTase-CE
PRTase-CE	PF24390.1	WP_224865879	1.4e-65	222.1	21	314	PRTase-CE
PRTase-CE	PF24390.1	WP_034973600	1.3e-62	212.3	14	303	PRTase-CE
PRTase-CE	PF24390.1	WP_276715367	1.9e-63	215.1	23	322	PRTase-CE
PRTase-CE	PF24390.1	WP_124160189	1.7e-61	208.7	26	309	PRTase-CE
PRTase-CE	PF24390.1	WP_345973721	1.1e-54	186.3	15	300	PRTase-CE
PRTase-CE	PF24390.1	WP_283380215	4.7e-65	220.4	16	306	PRTase-CE
PRTase-CE	PF24390.1	WP_247369645	1e-56	193.0	25	303	PRTase-CE
PRTase-CE	PF24390.1	WP_355331522	2.3e-56	191.9	21	301	PRTase-CE
PRTase-CE	PF24390.1	WP_017277518	3.4e-55	188.0	20	308	PRTase-CE
PRTase-CE	PF24390.1	WP_151901734	2.4e-59	201.6	20	302	PRTase-CE
PRTase-CE	PF24390.1	WP_315764224	2.5e-62	211.4	21	295	PRTase-CE
PRTase-CE	PF24390.1	WP_157255306	2.1e-67	228.0	30	322	PRTase-CE
PRTase-CE	PF24390.1	WP_125565670	3e-50	171.8	24	303	PRTase-CE
PRTase-CE	PF24390.1	WP_132053099	1.6e-63	215.3	20	312	PRTase-CE
PRTase-CE	PF24390.1	WP_208098207	1.3e-62	212.4	21	304	PRTase-CE
PRTase-CE	PF24390.1	WP_088162642	1.5e-64	218.7	1	289	PRTase-CE
PRTase-CE	PF24390.1	WP_183697397	2.3e-63	214.8	23	322	PRTase-CE
PRTase-CE	PF24390.1	WP_348544121	5.9e-62	210.2	15	296	PRTase-CE
PRTase-CE	PF24390.1	WP_097536349	1.4e-53	182.7	20	308	PRTase-CE
PRTase-CE	PF24390.1	WP_146086880	6.8e-62	210.0	24	307	PRTase-CE
PRTase-CE	PF24390.1	WP_135984600	7.5e-59	200.0	26	308	PRTase-CE
PRTase-CE	PF24390.1	WP_201668619	1.2e-57	196.1	15	307	PRTase-CE
PRTase-CE	PF24390.1	WP_264155568	6.7e-56	190.4	20	303	PRTase-CE
PRTase-CE	PF24390.1	WP_267321030	8.5e-56	190.0	20	308	PRTase-CE
PRTase-CE	PF24390.1	WP_163212302	1.1e-67	229.0	24	319	PRTase-CE
PRTase-CE	PF24390.1	WP_345954773	2e-60	205.2	31	323	PRTase-CE
PRTase-CE	PF24390.1	WP_071088667	9.9e-56	189.8	20	308	PRTase-CE
PRTase-CE	PF24390.1	WP_262226940	1.3e-55	189.4	20	304	PRTase-CE
PRTase-CE	PF24390.1	WP_302237107	1.8e-61	208.6	24	318	PRTase-CE
PRTase-CE	PF24390.1	WP_320462519	2.7e-62	211.3	11	300	PRTase-CE
PRTase-CE	PF24390.1	WP_055475004	1.4e-58	199.1	20	303	PRTase-CE
PRTase-CE	PF24390.1	WP_039392860	1.1e-60	206.0	26	308	PRTase-CE
PRTase-CE	PF24390.1	WP_152618561	5e-57	194.1	21	311	PRTase-CE
PRTase-CE	PF24390.1	WP_278378571	1.3e-67	228.7	24	319	PRTase-CE
PRTase-CE	PF24390.1	WP_156372319	3.5e-59	201.1	24	307	PRTase-CE
PRTase-CE	PF24390.1	WP_278663441	2.8e-62	211.3	23	317	PRTase-CE
PRTase-CE	PF24390.1	WP_136000470	3.2e-63	214.4	23	317	PRTase-CE
PRTase-CE	PF24390.1	WP_265836310	1.1e-65	222.4	16	307	PRTase-CE
PRTase-CE	PF24390.1	WP_227043859	1.6e-61	208.8	23	317	PRTase-CE
PRTase-CE	PF24390.1	WP_332805178	2.1e-59	201.9	25	307	PRTase-CE
PRTase-CE	PF24390.1	WP_333598877	1.6e-61	208.8	23	317	PRTase-CE
PRTase-CE	PF24390.1	WP_095388638	1.4e-60	205.7	31	313	PRTase-CE
PRTase-CE	PF24390.1	WP_309820988	2.4e-58	198.4	20	304	PRTase-CE
PRTase-CE	PF24390.1	WP_037492266	2.3e-60	205.0	31	313	PRTase-CE
PRTase-CE	PF24390.1	WP_301790538	9.1e-56	189.9	24	308	PRTase-CE
PRTase-CE	PF24390.1	WP_048851550	1.1e-58	199.5	25	307	PRTase-CE
PRTase-CE	PF24390.1	WP_323788899	3.9e-58	197.7	24	313	PRTase-CE
PRTase-CE	PF24390.1	WP_336396604	1.9e-50	172.5	19	302	PRTase-CE
PRTase-CE	PF24390.1	WP_129090852	2.3e-54	185.4	29	312	PRTase-CE
PRTase-CE	PF24390.1	WP_400818212	2.7e-51	175.3	27	309	PRTase-CE
PRTase-CE	PF24390.1	WP_129085749	1.6e-53	182.6	14	291	PRTase-CE
PRTase-CE	PF24390.1	WP_219018260	1.8e-58	198.8	31	313	PRTase-CE
PRTase-CE	PF24390.1	WP_116242454	7.3e-51	173.8	21	306	PRTase-CE
PRTase-CE	PF24390.1	WP_186100814	4.2e-60	204.1	24	308	PRTase-CE
PRTase-CE	PF24390.1	WP_194405638	2.9e-64	217.8	28	312	PRTase-CE
PRTase-CE	PF24390.1	WP_301581977	2.7e-50	172.0	20	305	PRTase-CE
PRTase-CE	PF24390.1	WP_304492479	6e-63	213.5	28	312	PRTase-CE
PRTase-CE	PF24390.1	WP_194384564	1.3e-51	176.3	23	308	PRTase-CE
PRTase-CE	PF24390.1	WP_034932019	5.5e-58	197.2	25	307	PRTase-CE
PRTase-CE	PF24390.1	WP_302718384	5.9e-63	213.5	12	288	PRTase-CE
PRTase-CE	PF24390.1	WP_281653507	1.9e-58	198.7	21	304	PRTase-CE
PRTase-CE	PF24390.1	WP_102523011	2.7e-56	191.7	9	239	PRTase-CE
PRTase-CE	PF24390.1	WP_138109056	5.6e-51	174.2	31	332	PRTase-CE
PRTase-CE	PF24390.1	WP_091738482	1.8e-54	185.7	19	304	PRTase-CE
PRTase-CE	PF24390.1	WP_138425533	6.3e-62	210.1	25	308	PRTase-CE
PRTase-CE	PF24390.1	WP_306891248	1.1e-54	186.4	19	294	PRTase-CE
PRTase-CE	PF24390.1	WP_257190132	1.1e-61	209.3	28	305	PRTase-CE
PRTase-CE	PF24390.1	WP_156155582	2.7e-56	191.6	19	303	PRTase-CE
PRTase-CE	PF24390.1	WP_367907847	1.4e-62	212.2	27	306	PRTase-CE
PRTase-CE	PF24390.1	WP_275938561	2.4e-29	103.4	21	177	PRTase-CE
PRTase-CE	PF24390.1	WP_314138537	2e-50	172.4	23	306	PRTase-CE
PRTase-CE	PF24390.1	WP_157123627	1.4e-58	199.1	1	281	PRTase-CE
PRTase-CE	PF24390.1	WP_267680245	1.4e-53	182.8	19	290	PRTase-CE
PRTase-CE	PF24390.1	WP_193877687	4.7e-55	187.6	15	293	PRTase-CE
PRTase-CE	PF24390.1	WP_396143670	6.9e-63	213.3	24	309	PRTase-CE
PRTase-CE	PF24390.1	WP_091267253	2.3e-67	227.9	22	306	PRTase-CE
PRTase-CE	PF24390.1	WP_278725247	8.8e-61	206.4	26	333	PRTase-CE
PRTase-CE	PF24390.1	WP_301347215	1.5e-56	192.5	15	294	PRTase-CE
PRTase-CE	PF24390.1	WP_071627383	6.8e-55	187.1	15	294	PRTase-CE
PRTase-CE	PF24390.1	WP_247487819	9.4e-36	124.4	25	236	PRTase-CE
PRTase-CE	PF24390.1	WP_158062991	7.7e-62	209.8	28	307	PRTase-CE
PRTase-CE	PF24390.1	WP_166335115	2.3e-59	201.7	15	299	PRTase-CE
PRTase-CE	PF24390.1	WP_369013374	3e-56	191.5	15	299	PRTase-CE
PRTase-CE	PF24390.1	WP_373060184	2.1e-63	215.0	24	308	PRTase-CE
PRTase-CE	PF24390.1	WP_180857107	5.2e-58	197.3	15	299	PRTase-CE
PRTase-CE	PF24390.1	WP_316636109	4e-55	187.8	25	308	PRTase-CE
PRTase-CE	PF24390.1	WP_281227587	1.2e-55	189.5	23	307	PRTase-CE
PRTase-CE	PF24390.1	WP_315141944	1.4e-54	186.0	15	299	PRTase-CE
PRTase-CE	PF24390.1	WP_104835587	5e-55	187.5	29	277	PRTase-CE
PRTase-CE	PF24390.1	WP_229987583	1.6e-51	176.0	20	276	PRTase-CE
PRTase-CE	PF24390.1	WP_379981792	9.2e-51	173.5	21	264	PRTase-CE
PRTase-CE	PF24390.1	WP_012215857	3.2e-64	217.6	19	270	PRTase-CE
PRTase-CE	PF24390.1	WP_242499868	5.2e-22	79.3	2	111	PRTase-CE
PRTase-CE	PF24390.1	WP_296951283	7.3e-47	160.8	21	271	PRTase-CE
PRTase-CE	PF24390.1	WP_336755349	8e-09	36.1	22	86	PRTase-CE
PRTase-CE	PF24390.1	WP_143403001	2.4e-55	188.6	1	248	PRTase-CE
PRTase-CE	PF24390.1	WP_270576599	6.3e-49	167.5	32	277	PRTase-CE
PRTase-CE	PF24390.1	WP_347547715	1.7e-14	54.7	14	102	PRTase-CE
PRTase-CE	PF24390.1	WP_221034628	4.4e-24	86.1	1	118	PRTase-CE
PRTase-CE	PF24390.1	WP_247999148	6e-37	128.3	3	255	PRTase-CE
PRTase-CE	PF24390.1	WP_328119080	8.1e-45	154.1	11	254	PRTase-CE
Pribosyltran	PF00156.33	WP_328119080	9.6e-05	22.1	97	151	Phosphoribosyl transferase domain
PRTase-CE	PF24390.1	WP_000122924	6.3e-33	115.1	14	205	PRTase-CE
PRTase-CE	PF24390.1	WP_098601199	6.3e-33	115.1	14	205	PRTase-CE
PRTase-CE	PF24390.1	WP_242293848	6.3e-37	128.2	3	255	PRTase-CE
PRTase-CE	PF24390.1	WP_149647577	3.4e-46	158.6	11	254	PRTase-CE
Pribosyltran	PF00156.33	WP_149647577	7.9e-05	22.4	97	137	Phosphoribosyl transferase domain
UPRTase	PF14681.12	WP_149647577	0.00026	20.9	108	167	Uracil phosphoribosyltransferase
PRTase-CE	PF24390.1	WP_218302930	3e-46	158.8	1	235	PRTase-CE
PRTase-CE	PF24390.1	WP_238917316	6.9e-45	154.3	19	262	PRTase-CE
UPRTase	PF14681.12	WP_238917316	2.8e-05	24.1	101	177	Uracil phosphoribosyltransferase
PRTase-CE	PF24390.1	WP_098525906	1.4e-36	127.0	2	189	PRTase-CE
PRTase-CE	PF24390.1	WP_226285370	1.9e-44	152.9	9	276	PRTase-CE
PRTase-CE	PF24390.1	WP_238466235	5.9e-43	148.0	1	266	PRTase-CE
PRTase-CE	PF24390.1	WP_193426764	1.6e-36	126.9	2	189	PRTase-CE
PRTase-CE	PF24390.1	WP_088550014	5.5e-37	128.4	2	187	PRTase-CE
Pribosyltran	PF00156.33	WP_088550014	6.9e-05	22.6	34	70	Phosphoribosyl transferase domain
UPRTase	PF14681.12	WP_088550014	0.0003	20.7	41	100	Uracil phosphoribosyltransferase
PRTase-CE	PF24390.1	WP_166549298	6.4e-39	134.7	3	251	PRTase-CE
PRTase-CE	PF24390.1	WP_161663818	1.6e-45	156.4	1	272	PRTase-CE
PRTase-CE	PF24390.1	WP_048117073	9.5e-45	153.8	26	260	PRTase-CE
PRTase-CE	PF24390.1	WP_180794771	3.2e-55	188.1	15	269	PRTase-CE
PRTase-CE	PF24390.1	WP_176565664	1.6e-44	153.1	13	253	PRTase-CE
PRTase-CE	PF24390.1	WP_309941758	1.4e-45	156.6	25	270	PRTase-CE
UPRTase	PF14681.12	WP_309941758	1.2e-06	28.5	86	189	Uracil phosphoribosyltransferase
PRTase-CE	PF24390.1	WP_144486872	9e-45	153.9	11	251	PRTase-CE
PRTase-CE	PF24390.1	WP_332533326	6.2e-47	161.0	1	266	PRTase-CE
PRTase-CE	PF24390.1	WP_177128621	3.9e-51	174.8	1	258	PRTase-CE
PRTase-CE	PF24390.1	WP_220629280	1e-38	134.0	12	267	PRTase-CE
PRTase-CE	PF24390.1	WP_321906117	1.5e-42	146.6	1	266	PRTase-CE
PRTase-CE	PF24390.1	WP_224980893	5.6e-41	141.5	3	234	PRTase-CE
UPRTase	PF14681.12	WP_224980893	2.8e-06	27.3	79	147	Uracil phosphoribosyltransferase
PRTase-CE	PF24390.1	WP_140277198	2.6e-55	188.4	1	255	PRTase-CE
PRTase-CE	PF24390.1	WP_070225664	2.6e-55	188.4	1	255	PRTase-CE
PRTase-CE	PF24390.1	WP_337737419	2.1e-33	116.6	2	186	PRTase-CE
PRTase-CE	PF24390.1	WP_346238427	1.1e-39	137.2	2	251	PRTase-CE
PRTase-CE	PF24390.1	WP_099720040	1.8e-42	146.4	14	253	PRTase-CE
PRTase-CE	PF24390.1	WP_253992244	2.8e-45	155.6	11	252	PRTase-CE
UPRTase	PF14681.12	WP_253992244	8.1e-05	22.6	110	166	Uracil phosphoribosyltransferase
PRTase_2	PF15609.12	WP_253992244	0.00036	20.5	100	155	Phosphoribosyl transferase
PRTase-CE	PF24390.1	WP_148359059	5.6e-43	148.0	11	253	PRTase-CE
UPRTase	PF14681.12	WP_148359059	0.00015	21.7	98	166	Uracil phosphoribosyltransferase
PRTase-CE	PF24390.1	WP_342543314	3.5e-34	119.2	3	187	PRTase-CE
UPRTase	PF14681.12	WP_342543314	0.0004	20.3	35	100	Uracil phosphoribosyltransferase
PRTase-CE	PF24390.1	WP_211033440	8.8e-34	117.9	2	187	PRTase-CE
UPRTase	PF14681.12	WP_211033440	0.00059	19.8	31	99	Uracil phosphoribosyltransferase
PRTase-CE	PF24390.1	WP_395230374	3.1e-55	188.2	1	255	PRTase-CE
PRTase-CE	PF24390.1	WP_183732861	2.5e-42	145.9	1	266	PRTase-CE
PRTase-CE	PF24390.1	WP_007667453	8.3e-47	160.6	1	256	PRTase-CE
PRTase-CE	PF24390.1	WP_201635699	4e-40	138.7	6	250	PRTase-CE
PRTase-CE	PF24390.1	WP_090635326	5.3e-34	118.6	6	204	PRTase-CE
Pribosyltran	PF00156.33	WP_090635326	3.8e-06	26.7	48	104	Phosphoribosyl transferase domain
PRTase-CE	PF24390.1	WP_025537069	8.5e-32	111.4	2	186	PRTase-CE
UPRTase	PF14681.12	WP_025537069	0.00049	20.0	31	99	Uracil phosphoribosyltransferase
PRTase-CE	PF24390.1	WP_238856277	6.1e-53	180.7	19	273	PRTase-CE
PRTase-CE	PF24390.1	WP_158151591	6.1e-53	180.7	19	273	PRTase-CE
PRTase-CE	PF24390.1	WP_169628611	2.2e-31	110.1	2	186	PRTase-CE
UPRTase	PF14681.12	WP_169628611	0.0005	20.0	32	99	Uracil phosphoribosyltransferase
PRTase-CE	PF24390.1	WP_172587264	4.8e-47	161.3	32	289	PRTase-CE
PRTase-CE	PF24390.1	WP_408170616	6.1e-42	144.6	12	253	PRTase-CE
PRTase-CE	PF24390.1	WP_336579056	1.7e-34	120.2	2	186	PRTase-CE
UPRTase	PF14681.12	WP_336579056	0.00048	20.1	31	99	Uracil phosphoribosyltransferase
